IDpol,ClaimNb,SeverityRowCount,_merge,CountDifference
992,1,0,left_only,1
995,1,0,left_only,1
996,1,0,left_only,1
999,2,0,left_only,2
1000,1,0,left_only,1
1003,1,0,left_only,1
1005,1,0,left_only,1
1010,1,0,left_only,1
1014,1,0,left_only,1
1015,1,0,left_only,1
1020,2,0,left_only,2
1021,1,0,left_only,1
1024,1,0,left_only,1
1025,1,0,left_only,1
1028,1,0,left_only,1
1029,1,0,left_only,1
1030,1,0,left_only,1
1032,1,0,left_only,1
1035,1,0,left_only,1
1037,1,0,left_only,1
1039,1,0,left_only,1
1040,1,0,left_only,1
1043,1,0,left_only,1
1045,1,0,left_only,1
1047,1,0,left_only,1
1049,1,0,left_only,1
1052,1,0,left_only,1
1053,1,0,left_only,1
1056,2,0,left_only,2
1057,1,0,left_only,1
1062,2,0,left_only,2
1063,1,0,left_only,1
1066,1,0,left_only,1
1067,1,0,left_only,1
1070,1,0,left_only,1
1073,1,0,left_only,1
1075,1,0,left_only,1
1077,1,0,left_only,1
1079,1,0,left_only,1
1081,1,0,left_only,1
1082,1,0,left_only,1
1083,1,0,left_only,1
1085,1,0,left_only,1
1087,1,0,left_only,1
1088,1,0,left_only,1
1090,1,0,left_only,1
1092,1,0,left_only,1
1094,1,0,left_only,1
1095,1,0,left_only,1
1097,1,0,left_only,1
1098,1,0,left_only,1
1100,1,0,left_only,1
1102,1,0,left_only,1
1104,1,0,left_only,1
1105,1,0,left_only,1
1107,1,0,left_only,1
1109,1,0,left_only,1
1110,1,0,left_only,1
1112,1,0,left_only,1
1113,1,0,left_only,1
1116,1,0,left_only,1
1120,1,0,left_only,1
1121,1,0,left_only,1
1123,1,0,left_only,1
1125,1,0,left_only,1
1129,1,0,left_only,1
1131,1,0,left_only,1
1134,1,0,left_only,1
1136,1,0,left_only,1
1137,1,0,left_only,1
1139,1,0,left_only,1
1140,1,0,left_only,1
1141,1,0,left_only,1
1143,1,0,left_only,1
1144,1,0,left_only,1
1147,4,0,left_only,4
1148,1,0,left_only,1
1151,1,0,left_only,1
1153,1,0,left_only,1
1155,1,0,left_only,1
1158,1,0,left_only,1
1162,1,0,left_only,1
1165,1,0,left_only,1
1166,1,0,left_only,1
1169,2,0,left_only,2
1172,1,0,left_only,1
1174,1,0,left_only,1
1176,1,0,left_only,1
1178,1,0,left_only,1
1180,1,0,left_only,1
1182,1,0,left_only,1
1185,1,0,left_only,1
1187,1,0,left_only,1
1189,1,0,left_only,1
1190,1,0,left_only,1
1192,1,0,left_only,1
1195,1,0,left_only,1
1197,1,0,left_only,1
1200,1,0,left_only,1
1204,1,0,left_only,1
1205,1,0,left_only,1
1207,1,0,left_only,1
1208,1,0,left_only,1
1211,1,0,left_only,1
1212,1,0,left_only,1
1214,1,0,left_only,1
1215,1,0,left_only,1
1216,1,0,left_only,1
1219,1,0,left_only,1
1221,1,0,left_only,1
1223,1,0,left_only,1
1228,1,0,left_only,1
1230,1,0,left_only,1
1232,1,0,left_only,1
1235,1,0,left_only,1
1237,1,0,left_only,1
1238,1,0,left_only,1
1239,2,0,left_only,2
1240,1,0,left_only,1
1243,2,0,left_only,2
1245,1,0,left_only,1
1246,1,0,left_only,1
1248,1,0,left_only,1
1250,1,0,left_only,1
1253,1,0,left_only,1
1254,1,0,left_only,1
1258,1,0,left_only,1
1260,1,0,left_only,1
1261,1,0,left_only,1
1264,1,0,left_only,1
1265,1,0,left_only,1
1266,1,0,left_only,1
1268,1,0,left_only,1
1270,1,0,left_only,1
1271,2,0,left_only,2
1273,1,0,left_only,1
1275,1,0,left_only,1
1276,1,0,left_only,1
1278,1,0,left_only,1
1282,1,0,left_only,1
1283,1,0,left_only,1
1286,1,0,left_only,1
1287,1,0,left_only,1
1288,1,0,left_only,1
1290,1,0,left_only,1
1292,1,0,left_only,1
1295,1,0,left_only,1
1296,1,0,left_only,1
1297,1,0,left_only,1
1299,1,0,left_only,1
1303,1,0,left_only,1
1304,1,0,left_only,1
1306,1,0,left_only,1
1308,1,0,left_only,1
1309,1,0,left_only,1
1311,1,0,left_only,1
1314,1,0,left_only,1
1316,1,0,left_only,1
1318,2,0,left_only,2
1322,1,0,left_only,1
1325,1,0,left_only,1
1327,1,0,left_only,1
1330,1,0,left_only,1
1333,1,0,left_only,1
1334,1,0,left_only,1
1335,1,0,left_only,1
1337,1,0,left_only,1
1339,1,0,left_only,1
1341,1,0,left_only,1
1344,1,0,left_only,1
1346,1,0,left_only,1
1351,1,0,left_only,1
1354,1,0,left_only,1
1357,1,0,left_only,1
1358,1,0,left_only,1
1361,1,0,left_only,1
1362,1,0,left_only,1
1364,1,0,left_only,1
1366,1,0,left_only,1
1368,1,0,left_only,1
1370,1,0,left_only,1
1372,1,0,left_only,1
1374,1,0,left_only,1
1376,1,0,left_only,1
1378,1,0,left_only,1
1381,1,0,left_only,1
1383,1,0,left_only,1
1386,1,0,left_only,1
1387,1,0,left_only,1
1389,1,0,left_only,1
1391,1,0,left_only,1
1394,1,0,left_only,1
1397,1,0,left_only,1
1399,1,0,left_only,1
1402,1,0,left_only,1
1403,1,0,left_only,1
1405,1,0,left_only,1
1406,1,0,left_only,1
1407,1,0,left_only,1
1409,1,0,left_only,1
1410,1,0,left_only,1
1412,1,0,left_only,1
1416,1,0,left_only,1
1417,1,0,left_only,1
1419,1,0,left_only,1
1421,1,0,left_only,1
1423,1,0,left_only,1
1425,1,0,left_only,1
1427,1,0,left_only,1
1429,1,0,left_only,1
1430,1,0,left_only,1
1434,1,0,left_only,1
1435,2,0,left_only,2
1437,1,0,left_only,1
1440,1,0,left_only,1
1442,1,0,left_only,1
1445,1,0,left_only,1
1447,1,0,left_only,1
1448,1,0,left_only,1
1450,1,0,left_only,1
1453,1,0,left_only,1
1457,1,0,left_only,1
1458,1,0,left_only,1
1461,2,0,left_only,2
1464,1,0,left_only,1
1466,1,0,left_only,1
1468,1,0,left_only,1
1469,1,0,left_only,1
1472,1,0,left_only,1
1473,1,0,left_only,1
1476,1,0,left_only,1
1478,1,0,left_only,1
1480,1,0,left_only,1
1483,1,0,left_only,1
1486,1,0,left_only,1
1487,2,0,left_only,2
1489,1,0,left_only,1
1490,1,0,left_only,1
1492,1,0,left_only,1
1493,1,0,left_only,1
1495,1,0,left_only,1
1497,1,0,left_only,1
1499,1,0,left_only,1
1503,1,0,left_only,1
1505,1,0,left_only,1
1510,1,0,left_only,1
1513,1,0,left_only,1
1514,1,0,left_only,1
1515,1,0,left_only,1
1517,1,0,left_only,1
1522,1,0,left_only,1
1523,1,0,left_only,1
1525,1,0,left_only,1
1528,1,0,left_only,1
1530,1,0,left_only,1
1531,1,0,left_only,1
1535,1,0,left_only,1
1537,1,0,left_only,1
1539,1,0,left_only,1
1541,1,0,left_only,1
1542,1,0,left_only,1
1544,1,0,left_only,1
1545,1,0,left_only,1
1547,1,0,left_only,1
1551,1,0,left_only,1
1554,1,0,left_only,1
1558,1,0,left_only,1
1559,1,0,left_only,1
1561,1,0,left_only,1
1563,1,0,left_only,1
1565,1,0,left_only,1
1567,1,0,left_only,1
1569,1,0,left_only,1
1572,1,0,left_only,1
1573,1,0,left_only,1
1576,1,0,left_only,1
1579,1,0,left_only,1
1580,1,0,left_only,1
1582,1,0,left_only,1
1584,1,0,left_only,1
1587,1,0,left_only,1
1590,1,0,left_only,1
1592,1,0,left_only,1
1594,1,0,left_only,1
1596,1,0,left_only,1
1597,1,0,left_only,1
1599,1,0,left_only,1
1601,1,0,left_only,1
1602,1,0,left_only,1
1605,1,0,left_only,1
1608,1,0,left_only,1
1609,1,0,left_only,1
1611,1,0,left_only,1
1613,1,0,left_only,1
1614,2,0,left_only,2
1617,1,0,left_only,1
1619,1,0,left_only,1
1622,1,0,left_only,1
1623,1,0,left_only,1
1625,1,0,left_only,1
1626,1,0,left_only,1
1628,1,0,left_only,1
1629,1,0,left_only,1
1632,1,0,left_only,1
1634,1,0,left_only,1
1637,1,0,left_only,1
1639,1,0,left_only,1
1640,1,0,left_only,1
1642,1,0,left_only,1
1645,1,0,left_only,1
1648,1,0,left_only,1
1649,1,0,left_only,1
1652,1,0,left_only,1
1653,3,0,left_only,3
1658,1,0,left_only,1
1660,1,0,left_only,1
1665,2,0,left_only,2
1668,1,0,left_only,1
1672,1,0,left_only,1
1676,1,0,left_only,1
1677,1,0,left_only,1
1678,1,0,left_only,1
1681,1,0,left_only,1
1683,1,0,left_only,1
1685,1,0,left_only,1
1686,1,0,left_only,1
1689,1,0,left_only,1
1692,1,0,left_only,1
1693,1,0,left_only,1
1696,1,0,left_only,1
1697,1,0,left_only,1
1698,1,0,left_only,1
1700,1,0,left_only,1
1702,1,0,left_only,1
1704,1,0,left_only,1
1707,1,0,left_only,1
1709,1,0,left_only,1
1712,1,0,left_only,1
1716,1,0,left_only,1
1717,1,0,left_only,1
1720,1,0,left_only,1
1723,1,0,left_only,1
1724,1,0,left_only,1
1727,1,0,left_only,1
1729,1,0,left_only,1
1731,1,0,left_only,1
1732,1,0,left_only,1
1733,1,0,left_only,1
1734,1,0,left_only,1
1737,1,0,left_only,1
1738,1,0,left_only,1
1739,1,0,left_only,1
1743,1,0,left_only,1
1745,1,0,left_only,1
1746,1,0,left_only,1
1752,1,0,left_only,1
1754,1,0,left_only,1
1755,1,0,left_only,1
1758,1,0,left_only,1
1760,1,0,left_only,1
1763,1,0,left_only,1
1764,1,0,left_only,1
1767,1,0,left_only,1
1768,1,0,left_only,1
1769,1,0,left_only,1
1771,1,0,left_only,1
1773,1,0,left_only,1
1775,1,0,left_only,1
1777,1,0,left_only,1
1779,1,0,left_only,1
1781,1,0,left_only,1
1785,1,0,left_only,1
1786,1,0,left_only,1
1787,1,0,left_only,1
1789,1,0,left_only,1
1792,1,0,left_only,1
1793,1,0,left_only,1
1794,1,0,left_only,1
1795,1,0,left_only,1
1799,1,0,left_only,1
1801,1,0,left_only,1
1804,1,0,left_only,1
1805,1,0,left_only,1
1807,1,0,left_only,1
1809,1,0,left_only,1
1811,1,0,left_only,1
1812,1,0,left_only,1
1817,1,0,left_only,1
1818,1,0,left_only,1
1820,1,0,left_only,1
1821,1,0,left_only,1
1823,1,0,left_only,1
1825,1,0,left_only,1
1829,1,0,left_only,1
1832,1,0,left_only,1
1836,1,0,left_only,1
1838,1,0,left_only,1
1840,1,0,left_only,1
1842,1,0,left_only,1
1844,1,0,left_only,1
1846,1,0,left_only,1
1848,1,0,left_only,1
1852,1,0,left_only,1
1853,1,0,left_only,1
1856,1,0,left_only,1
1857,1,0,left_only,1
1860,1,0,left_only,1
1861,1,0,left_only,1
1862,1,0,left_only,1
1863,1,0,left_only,1
1866,1,0,left_only,1
1868,1,0,left_only,1
1876,1,0,left_only,1
1878,1,0,left_only,1
1880,1,0,left_only,1
1883,1,0,left_only,1
1886,1,0,left_only,1
1887,1,0,left_only,1
1889,1,0,left_only,1
1891,1,0,left_only,1
1894,1,0,left_only,1
1895,1,0,left_only,1
1898,1,0,left_only,1
1899,1,0,left_only,1
1901,1,0,left_only,1
1903,1,0,left_only,1
1905,1,0,left_only,1
1906,1,0,left_only,1
1908,1,0,left_only,1
1910,1,0,left_only,1
1913,1,0,left_only,1
1916,2,0,left_only,2
1917,1,0,left_only,1
1919,2,0,left_only,2
1921,1,0,left_only,1
1923,1,0,left_only,1
1925,2,0,left_only,2
1929,1,0,left_only,1
1930,1,0,left_only,1
1933,1,0,left_only,1
1935,1,0,left_only,1
1937,1,0,left_only,1
1940,1,0,left_only,1
1941,1,0,left_only,1
1943,1,0,left_only,1
1944,1,0,left_only,1
1945,1,0,left_only,1
1948,1,0,left_only,1
1949,1,0,left_only,1
1951,1,0,left_only,1
1953,1,0,left_only,1
1954,3,0,left_only,3
1955,1,0,left_only,1
1957,1,0,left_only,1
1959,2,0,left_only,2
1961,1,0,left_only,1
1964,1,0,left_only,1
1970,1,0,left_only,1
1973,1,0,left_only,1
1974,1,0,left_only,1
1977,1,0,left_only,1
1978,1,0,left_only,1
1981,1,0,left_only,1
1983,1,0,left_only,1
1986,1,0,left_only,1
1987,1,0,left_only,1
1988,1,0,left_only,1
1991,1,0,left_only,1
1992,1,0,left_only,1
1994,1,0,left_only,1
1995,1,0,left_only,1
1998,1,0,left_only,1
2000,1,0,left_only,1
2002,1,0,left_only,1
2003,1,0,left_only,1
2004,1,0,left_only,1
2007,1,0,left_only,1
2010,1,0,left_only,1
2012,1,0,left_only,1
2014,1,0,left_only,1
2015,1,0,left_only,1
2016,2,0,left_only,2
2019,1,0,left_only,1
2020,1,0,left_only,1
2023,1,0,left_only,1
2024,1,0,left_only,1
2026,1,0,left_only,1
2027,1,0,left_only,1
2029,1,0,left_only,1
2030,1,0,left_only,1
2032,1,0,left_only,1
2035,1,0,left_only,1
2036,1,0,left_only,1
2039,1,0,left_only,1
2041,1,0,left_only,1
2043,1,0,left_only,1
2044,1,0,left_only,1
2049,1,0,left_only,1
2053,1,0,left_only,1
2055,1,0,left_only,1
2056,1,0,left_only,1
2060,1,0,left_only,1
2062,1,0,left_only,1
2064,1,0,left_only,1
2066,1,0,left_only,1
2067,1,0,left_only,1
2069,1,0,left_only,1
2071,1,0,left_only,1
2073,1,0,left_only,1
2074,1,0,left_only,1
2077,1,0,left_only,1
2080,1,0,left_only,1
2081,1,0,left_only,1
2084,1,0,left_only,1
2087,1,0,left_only,1
2091,2,0,left_only,2
2092,1,0,left_only,1
2094,1,0,left_only,1
2095,1,0,left_only,1
2097,1,0,left_only,1
2098,1,0,left_only,1
2100,1,0,left_only,1
2104,1,0,left_only,1
2106,1,0,left_only,1
2108,1,0,left_only,1
2110,1,0,left_only,1
2112,1,0,left_only,1
2113,1,0,left_only,1
2116,1,0,left_only,1
2118,1,0,left_only,1
2120,1,0,left_only,1
2123,1,0,left_only,1
2125,1,0,left_only,1
2129,1,0,left_only,1
2131,1,0,left_only,1
2134,1,0,left_only,1
2135,1,0,left_only,1
2137,1,0,left_only,1
2142,1,0,left_only,1
2144,1,0,left_only,1
2146,2,0,left_only,2
2148,1,0,left_only,1
2150,1,0,left_only,1
2151,1,0,left_only,1
2154,1,0,left_only,1
2155,1,0,left_only,1
2158,1,0,left_only,1
2161,1,0,left_only,1
2164,1,0,left_only,1
2169,1,0,left_only,1
2171,1,0,left_only,1
2173,1,0,left_only,1
2175,2,0,left_only,2
2176,1,0,left_only,1
2179,1,0,left_only,1
2180,1,0,left_only,1
2183,1,0,left_only,1
2184,1,0,left_only,1
2186,1,0,left_only,1
2187,1,0,left_only,1
2190,1,0,left_only,1
2191,1,0,left_only,1
2194,1,0,left_only,1
2196,1,0,left_only,1
2197,1,0,left_only,1
2201,1,0,left_only,1
2202,1,0,left_only,1
2205,1,0,left_only,1
2207,1,0,left_only,1
2209,2,0,left_only,2
2211,1,0,left_only,1
2213,2,0,left_only,2
2214,1,0,left_only,1
2217,1,0,left_only,1
2218,1,0,left_only,1
2224,1,0,left_only,1
2225,1,0,left_only,1
2226,1,0,left_only,1
2227,1,0,left_only,1
2229,1,0,left_only,1
2230,1,0,left_only,1
2233,1,0,left_only,1
2234,1,0,left_only,1
2235,1,0,left_only,1
2238,1,0,left_only,1
2240,1,0,left_only,1
2241,1,0,left_only,1
2242,1,0,left_only,1
2244,1,0,left_only,1
2246,1,0,left_only,1
2248,1,0,left_only,1
2249,1,0,left_only,1
2251,1,0,left_only,1
2253,1,0,left_only,1
2255,1,0,left_only,1
2256,1,0,left_only,1
2257,1,0,left_only,1
2258,2,0,left_only,2
2260,1,0,left_only,1
2262,1,0,left_only,1
2263,1,0,left_only,1
2265,1,0,left_only,1
2267,1,0,left_only,1
2269,1,0,left_only,1
2270,1,0,left_only,1
2273,1,0,left_only,1
2274,1,0,left_only,1
2275,1,0,left_only,1
2278,1,0,left_only,1
2280,1,0,left_only,1
2282,1,0,left_only,1
2286,1,0,left_only,1
2287,1,0,left_only,1
2290,1,0,left_only,1
2291,1,0,left_only,1
2292,1,0,left_only,1
2295,1,0,left_only,1
2296,1,0,left_only,1
2300,1,0,left_only,1
2301,1,0,left_only,1
2302,1,0,left_only,1
2304,1,0,left_only,1
2305,1,0,left_only,1
2307,1,0,left_only,1
2309,1,0,left_only,1
2314,1,0,left_only,1
2315,1,0,left_only,1
2318,1,0,left_only,1
2319,2,0,left_only,2
2322,1,0,left_only,1
2323,1,0,left_only,1
2325,1,0,left_only,1
2326,1,0,left_only,1
2328,1,0,left_only,1
2332,1,0,left_only,1
2335,1,0,left_only,1
2337,1,0,left_only,1
2339,1,0,left_only,1
2340,1,0,left_only,1
2342,1,0,left_only,1
2344,1,0,left_only,1
2348,1,0,left_only,1
